"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"UCD - ICD Sub-Chapter"	"UCD - ICD Sub-Chapter Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Dietary zinc deficiency"	"E60"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Copper deficiency"	"E61.0"	5	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Iron deficiency"	"E61.1"	66	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Magnesium deficiency"	"E61.2"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Manganese deficiency"	"E61.3"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Chromium deficiency"	"E61.4"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Molybdenum deficiency"	"E61.5"	17	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Vanadium deficiency"	"E61.6"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Deficiency of multiple nutrient elements"	"E61.7"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Deficiency of other specified nutrient elements"	"E61.8"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Deficiency of nutrient element, unspecified"	"E61.9"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Essential fatty acid [EFA] deficiency"	"E63.0"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Imbalance of constituents of food intake"	"E63.1"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Other specified nutritional deficiencies"	"E63.8"	18	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Nutritional deficiency, unspecified"	"E63.9"	1713	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of protein-energy malnutrition"	"E64.0"	348	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of vitamin A deficiency"	"E64.1"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of vitamin C deficiency"	"E64.2"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of rickets"	"E64.3"	4	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of other nutritional deficiencies"	"E64.8"	12	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"	"Sequelae of unspecified nutritional deficiency"	"E64.9"	19	4791200056	Unreliable
"Total"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Other nutritional deficiencies"	"E50-E64"			3305	4791200056	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Localized adiposity"	"E65"	6	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Obesity due to excess calories"	"E66.0"	587	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Drug-induced obesity"	"E66.1"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	1919	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Other obesity"	"E66.8"	45524	4791200056	1.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Obesity, unspecified"	"E66.9"	28344	4791200056	0.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Hypervitaminosis A"	"E67.0"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Hypercarotenaemia"	"E67.1"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Megavitamin-B6 syndrome"	"E67.2"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Hypervitaminosis D"	"E67.3"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Other specified hyperalimentation"	"E67.8"	5	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"	"Sequelae of hyperalimentation"	"E68"	4	4791200056	Unreliable
"Total"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Obesity and other hyperalimentation"	"E65-E68"			76392	4791200056	1.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Classical phenylketonuria"	"E70.0"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other hyperphenylalaninaemias"	"E70.1"	59	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of tyrosine metabolism"	"E70.2"	29	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Albinism"	"E70.3"	46	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of aromatic amino-acid metabolism"	"E70.8"	2	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of aromatic amino-acid metabolism, unspecified"	"E70.9"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Maple-syrup-urine disease"	"E71.0"	23	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	146	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of branched-chain amino-acid metabolism, unspecified"	"E71.2"	2	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of fatty-acid metabolism"	"E71.3"	602	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of amino-acid transport"	"E72.0"	139	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of sulfur-bearing amino-acid metabolism"	"E72.1"	102	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of urea cycle metabolism"	"E72.2"	908	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of lysine and hydroxylysine metabolism"	"E72.3"	59	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of ornithine metabolism"	"E72.4"	73	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of glycine metabolism"	"E72.5"	120	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other specified disorders of amino-acid metabolism"	"E72.8"	16	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of amino-acid metabolism, unspecified"	"E72.9"	20	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Congenital lactase deficiency"	"E73.0"	11	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Secondary lactase deficiency"	"E73.1"	2	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other lactose intolerance"	"E73.8"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Lactose intolerance, unspecified"	"E73.9"	8	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Glycogen storage disease"	"E74.0"	380	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of fructose metabolism"	"E74.1"	3	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of galactose metabolism"	"E74.2"	17	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of intestinal carbohydrate absorption"	"E74.3"	211	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of pyruvate metabolism and gluconeogenesis"	"E74.4"	134	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other specified disorders of carbohydrate metabolism"	"E74.8"	135	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of carbohydrate metabolism, unspecified"	"E74.9"	7	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"GM2 gangliosidosis"	"E75.0"	333	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other gangliosidosis"	"E75.1"	106	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other sphingolipidosis"	"E75.2"	1829	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Sphingolipidosis, unspecified"	"E75.3"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Neuronal ceroid lipofuscinosis"	"E75.4"	535	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other lipid storage disorders"	"E75.5"	39	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Lipid storage disorder, unspecified"	"E75.6"	118	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Mucopolysaccharidosis, type I"	"E76.0"	162	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Mucopolysaccharidosis, type II"	"E76.1"	236	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other mucopolysaccharidoses"	"E76.2"	328	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Mucopolysaccharidosis, unspecified"	"E76.3"	163	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of glucosaminoglycan metabolism"	"E76.8"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of glucosaminoglycan metabolism, unspecified"	"E76.9"	3	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	71	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Defects in glycoprotein degradation"	"E77.1"	51	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of glycoprotein metabolism"	"E77.8"	357	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of glycoprotein metabolism, unspecified"	"E77.9"	12	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Pure hypercholesterolaemia"	"E78.0"	27857	4791200056	0.6
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Pure hyperglyceridaemia"	"E78.1"	719	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Mixed hyperlipidaemia"	"E78.2"	534	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Hyperchylomicronaemia"	"E78.3"	9	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other hyperlipidaemia"	"E78.4"	57	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Hyperlipidaemia, unspecified"	"E78.5"	91160	4791200056	1.9
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Lipoprotein deficiency"	"E78.6"	198	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of lipoprotein metabolism"	"E78.8"	17	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	658	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease"	"E79.0"	54	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Lesch-Nyhan syndrome"	"E79.1"	62	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of purine and pyrimidine metabolism"	"E79.8"	6	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of purine and pyrimidine metabolism, unspecified"	"E79.9"	0	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Hereditary erythropoietic porphyria"	"E80.0"	13	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Porphyria cutanea tarda"	"E80.1"	22	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other porphyria"	"E80.2"	152	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Defects of catalase and peroxidase"	"E80.3"	5	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Gilbert's syndrome"	"E80.4"	14	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Crigler-Najjar syndrome"	"E80.5"	13	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of bilirubin metabolism"	"E80.6"	5	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of bilirubin metabolism, unspecified"	"E80.7"	3	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of copper metabolism"	"E83.0"	460	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of iron metabolism"	"E83.1"	3225	4791200056	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of zinc metabolism"	"E83.2"	2	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of phosphorus metabolism"	"E83.3"	110	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of magnesium metabolism"	"E83.4"	165	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorders of calcium metabolism"	"E83.5"	3613	4791200056	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Other disorders of mineral metabolism"	"E83.8"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Disorder of mineral metabolism, unspecified"	"E83.9"	1	4791200056	Unreliable
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Cystic fibrosis with pulmonary manifestations"	"E84.0"	3420	4791200056	0.1
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Cystic fibrosis with intestinal manifestations"	"E84.1"	207	4791200056	0.0
	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Metabolic disorders"	"E70-E88"	"Cystic fibrosis with other manifestations"	"E84.8"	1213	4791200056	0.0
