,ID,Naames,Links,Parent
677,E42,Marasmic kwashiorkor ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E42-,E40-E46
678,E43,Unspecified severe protein-calorie malnutrition ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E43-,E40-E46
679,E44,Protein-calorie malnutrition of moderate and mild degree ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E44-,E40-E46
680,E45,Retarded development following protein-calorie malnutrition ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E45-,E40-E46
681,E46,Unspecified protein-calorie malnutrition ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E40-E46/E46-,E40-E46
682,E50,Vitamin A deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E50-,E50-E64
683,E51,Thiamine deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E51-,E50-E64
684,E52,Niacin deficiency [pellagra] ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E52-,E50-E64
685,E53,Deficiency of other B group vitamins ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E53-,E50-E64
686,E54,Ascorbic acid deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E54-,E50-E64
687,E55,Vitamin D deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E55-,E50-E64
688,E56,Other vitamin deficiencies ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E56-,E50-E64
689,E58,Dietary calcium deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E58-,E50-E64
690,E59,Dietary selenium deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E59-,E50-E64
691,E60,Dietary zinc deficiency ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E60-,E50-E64
692,E61,Deficiency of other nutrient elements ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E61-,E50-E64
693,E63,Other nutritional deficiencies ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E63-,E50-E64
694,E64,Sequelae of malnutrition and other nutritional deficiencies ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E50-E64/E64-,E50-E64
695,E65,Localized adiposity ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E65-E68/E65-,E65-E68
696,E66,Overweight and obesity ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E65-E68/E66-,E65-E68
697,E67,Other hyperalimentation ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E65-E68/E67-,E65-E68
698,E68,Sequelae of hyperalimentation ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E65-E68/E68-,E65-E68
699,E70,Disorders of aromatic amino-acid metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E70-,E70-E88
700,E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E71-,E70-E88
701,E72,Other disorders of amino-acid metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E72-,E70-E88
702,E73,Lactose intolerance ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E73-,E70-E88
703,E74,Other disorders of carbohydrate metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E74-,E70-E88
704,E75,Disorders of sphingolipid metabolism and other lipid storage disorders ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E75-,E70-E88
705,E76,Disorders of glycosaminoglycan metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E76-,E70-E88
706,E77,Disorders of glycoprotein metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E77-,E70-E88
707,E78,Disorders of lipoprotein metabolism and other lipidemias ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-,E70-E88
708,E79,Disorders of purine and pyrimidine metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E79-,E70-E88
709,E80,Disorders of porphyrin and bilirubin metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E80-,E70-E88
710,E83,Disorders of mineral metabolism ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E83-,E70-E88
711,E84,Cystic fibrosis ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E84-,E70-E88
712,E85,Amyloidosis ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E85-,E70-E88
713,E86,Volume depletion ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E86-,E70-E88
714,E87,"Other disorders of fluid, electrolyte and acid-base balance ",http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E87-,E70-E88
715,E88,Other and unspecified metabolic disorders ,http://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E88-,E70-E88
716,E89,"Postprocedural endocrine and metabolic complications and disorders, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/E00-E89/E89-E89/E89-,E89-E89
717,F01,Vascular dementia ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F01-,F01-F09
718,F02,Dementia in other diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F02-,F01-F09
719,F03,Unspecified dementia ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F03-,F01-F09
720,F04,Amnestic disorder due to known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F04-,F01-F09
721,F05,Delirium due to known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F05-,F01-F09
722,F06,Other mental disorders due to known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F06-,F01-F09
723,F07,Personality and behavioral disorders due to known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F07-,F01-F09
724,F09,Unspecified mental disorder due to known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F01-F09/F09-,F01-F09
725,F10,Alcohol related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F10-,F10-F19
726,F11,Opioid related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F11-,F10-F19
727,F12,Cannabis related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F12-,F10-F19
728,F13,"Sedative, hypnotic, or anxiolytic related disorders ",http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F13-,F10-F19
729,F14,Cocaine related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F14-,F10-F19
730,F15,Other stimulant related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F15-,F10-F19
731,F16,Hallucinogen related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F16-,F10-F19
732,F17,Nicotine dependence ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F17-,F10-F19
733,F18,Inhalant related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F18-,F10-F19
734,F19,Other psychoactive substance related disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F10-F19/F19-,F10-F19
735,F20,Schizophrenia ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F20-,F20-F29
736,F21,Schizotypal disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F21-,F20-F29
737,F22,Delusional disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F22-,F20-F29
738,F23,Brief psychotic disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F23-,F20-F29
739,F24,Shared psychotic disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F24-,F20-F29
740,F25,Schizoaffective disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F25-,F20-F29
741,F28,Other psychotic disorder not due to a substance or known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F28-,F20-F29
742,F29,Unspecified psychosis not due to a substance or known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F20-F29/F29-,F20-F29
743,F30,Manic episode ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F30-,F30-F39
744,F31,Bipolar disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F31-,F30-F39
745,F32,"Major depressive disorder, single episode ",http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F32-,F30-F39
746,F33,"Major depressive disorder, recurrent ",http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F33-,F30-F39
747,F34,Persistent mood [affective] disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F34-,F30-F39
748,F39,Unspecified mood [affective] disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F30-F39/F39-,F30-F39
749,F40,Phobic anxiety disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F40-,F40-F48
750,F41,Other anxiety disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F41-,F40-F48
751,F42,Obsessive-compulsive disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F42-,F40-F48
752,F43,"Reaction to severe stress, and adjustment disorders ",http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F43-,F40-F48
753,F44,Dissociative and conversion disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F44-,F40-F48
754,F45,Somatoform disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F45-,F40-F48
755,F48,Other nonpsychotic mental disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F40-F48/F48-,F40-F48
756,F50,Eating disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F50-,F50-F59
757,F51,Sleep disorders not due to a substance or known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F51-,F50-F59
758,F52,Sexual dysfunction not due to a substance or known physiological condition ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F52-,F50-F59
759,F53,Puerperal psychosis ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F53-,F50-F59
760,F54,Psychological and behavioral factors associated with disorders or diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F54-,F50-F59
761,F55,Abuse of non-psychoactive substances ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F55-,F50-F59
762,F59,Unspecified behavioral syndromes associated with physiological disturbances and physical factors ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F50-F59/F59-,F50-F59
763,F60,Specific personality disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F60-,F60-F69
764,F63,Impulse disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F63-,F60-F69
765,F64,Gender identity disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F64-,F60-F69
766,F65,Paraphilias ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F65-,F60-F69
767,F66,Other sexual disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F66-,F60-F69
768,F68,Other disorders of adult personality and behavior ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F68-,F60-F69
769,F69,Unspecified disorder of adult personality and behavior ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F60-F69/F69-,F60-F69
770,F70,Mild intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F70-,F70-F79
771,F71,Moderate intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F71-,F70-F79
772,F72,Severe intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F72-,F70-F79
773,F73,Profound intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F73-,F70-F79
774,F78,Other intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F78-,F70-F79
775,F79,Unspecified intellectual disabilities ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F70-F79/F79-,F70-F79
776,F80,Specific developmental disorders of speech and language ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F80-,F80-F89
777,F81,Specific developmental disorders of scholastic skills ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F81-,F80-F89
778,F82,Specific developmental disorder of motor function ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F82-,F80-F89
779,F84,Pervasive developmental disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F84-,F80-F89
780,F88,Other disorders of psychological development ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F88-,F80-F89
781,F89,Unspecified disorder of psychological development ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F80-F89/F89-,F80-F89
782,F90,Attention-deficit hyperactivity disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F90-,F90-F98
783,F91,Conduct disorders ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F91-,F90-F98
784,F93,Emotional disorders with onset specific to childhood ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F93-,F90-F98
785,F94,Disorders of social functioning with onset specific to childhood and adolescence ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F94-,F90-F98
786,F95,Tic disorder ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F95-,F90-F98
787,F98,Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence ,http://www.icd10data.com//ICD10CM/Codes/F01-F99/F90-F98/F98-,F90-F98
788,F99,"Mental disorder, not otherwise specified ",http://www.icd10data.com//ICD10CM/Codes/F01-F99/F99-F99/F99-,F99-F99
789,G00,"Bacterial meningitis, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G00-,G00-G09
790,G01,Meningitis in bacterial diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G01-,G00-G09
791,G02,Meningitis in other infectious and parasitic diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G02-,G00-G09
792,G03,Meningitis due to other and unspecified causes ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G03-,G00-G09
793,G04,"Encephalitis, myelitis and encephalomyelitis ",http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G04-,G00-G09
794,G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere ",http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G05-,G00-G09
795,G06,Intracranial and intraspinal abscess and granuloma ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G06-,G00-G09
796,G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G07-,G00-G09
797,G08,Intracranial and intraspinal phlebitis and thrombophlebitis ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G08-,G00-G09
798,G09,Sequelae of inflammatory diseases of central nervous system ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G00-G09/G09-,G00-G09
799,G10,Huntington's disease ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G10-G14/G10-,G10-G14
800,G11,Hereditary ataxia ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G10-G14/G11-,G10-G14
801,G12,Spinal muscular atrophy and related syndromes ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G10-G14/G12-,G10-G14
802,G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G10-G14/G13-,G10-G14
803,G14,Postpolio syndrome ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G10-G14/G14-,G10-G14
804,G20,Parkinson's disease ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G20-,G20-G26
805,G21,Secondary parkinsonism ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G21-,G20-G26
806,G23,Other degenerative diseases of basal ganglia ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G23-,G20-G26
807,G24,Dystonia ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G24-,G20-G26
808,G25,Other extrapyramidal and movement disorders ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G25-,G20-G26
809,G26,Extrapyramidal and movement disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G20-G26/G26-,G20-G26
810,G30,Alzheimer's disease ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G30-G32/G30-,G30-G32
811,G31,"Other degenerative diseases of nervous system, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/G00-G99/G30-G32/G31-,G30-G32
812,G32,Other degenerative disorders of nervous system in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G30-G32/G32-,G30-G32
813,G35,Multiple sclerosis ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G35-G37/G35-,G35-G37
814,G36,Other acute disseminated demyelination ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G35-G37/G36-,G35-G37
815,G37,Other demyelinating diseases of central nervous system ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G35-G37/G37-,G35-G37
816,G40,Epilepsy and recurrent seizures ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G40-,G40-G47
817,G43,Migraine ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G43-,G40-G47
818,G44,Other headache syndromes ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G44-,G40-G47
819,G45,Transient cerebral ischemic attacks and related syndromes ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G45-,G40-G47
820,G46,Vascular syndromes of brain in cerebrovascular diseases ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G46-,G40-G47
821,G47,Sleep disorders ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G40-G47/G47-,G40-G47
822,G50,Disorders of trigeminal nerve ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G50-,G50-G59
823,G51,Facial nerve disorders ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G51-,G50-G59
824,G52,Disorders of other cranial nerves ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G52-,G50-G59
825,G53,Cranial nerve disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G53-,G50-G59
826,G54,Nerve root and plexus disorders ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G54-,G50-G59
827,G55,Nerve root and plexus compressions in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G55-,G50-G59
828,G56,Mononeuropathies of upper limb ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G56-,G50-G59
829,G57,Mononeuropathies of lower limb ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G57-,G50-G59
830,G58,Other mononeuropathies ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G58-,G50-G59
831,G59,Mononeuropathy in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G50-G59/G59-,G50-G59
832,G60,Hereditary and idiopathic neuropathy ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G60-,G60-G65
833,G61,Inflammatory polyneuropathy ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G61-,G60-G65
834,G62,Other and unspecified polyneuropathies ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G62-,G60-G65
835,G63,Polyneuropathy in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G63-,G60-G65
836,G64,Other disorders of peripheral nervous system ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G64-,G60-G65
837,G65,Sequelae of inflammatory and toxic polyneuropathies ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G60-G65/G65-,G60-G65
838,G70,Myasthenia gravis and other myoneural disorders ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G70-G73/G70-,G70-G73
839,G71,Primary disorders of muscles ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G70-G73/G71-,G70-G73
840,G72,Other and unspecified myopathies ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G70-G73/G72-,G70-G73
841,G73,Disorders of myoneural junction and muscle in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G70-G73/G73-,G70-G73
842,G80,Cerebral palsy ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G80-G83/G80-,G80-G83
843,G81,Hemiplegia and hemiparesis ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G80-G83/G81-,G80-G83
844,G82,Paraplegia (paraparesis) and quadriplegia (quadriparesis) ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G80-G83/G82-,G80-G83
845,G83,Other paralytic syndromes ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G80-G83/G83-,G80-G83
846,G89,"Pain, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/G00-G99/G89-G99/G89-,G89-G99
847,G90,Disorders of autonomic nervous system ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G89-G99/G90-,G89-G99
848,G91,Hydrocephalus ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G89-G99/G91-,G89-G99
849,G92,Toxic encephalopathy ,http://www.icd10data.com//ICD10CM/Codes/G00-G99/G89-G99/G92-,G89-G99
